ID,Area (int), Perimeter (float), MajorAxisLength (float), MinorAxisLength (float), AspectRation (float), Eccentricity (float), ConvexArea (float), EquivDiameter (float), Extent (float), Solidity (float), roundness (float), Compactness (float), ShapeFactor1 (float), ShapeFactor2 (float), ShapeFactor3 (float), ShapeFactor4 (float),class
802,36502,707.325,266.6101638431,174.8075210387,1.5251641477,0.755050074,36869,215.5824433063,0.7252821491,0.990045838,0.9168293513,0.8086054942,0.0073039878,0.0019261343,0.6538428453,0.997217666,DERMASON
803,38019,716.827,246.136568981,196.9849906283,1.2495194085,0.5995895182,38422,220.0165772193,0.7602735617,0.9895112175,0.9297835183,0.8938800851,0.0064740411,0.0025496012,0.7990216065,0.9983930051,SEKER
804,166265,1527.732,568.5672845495,374.0466381079,1.5200438304,0.7531264674,167521,460.1034371806,0.75575,0.9925024325,0.8951923242,0.8092330489,0.0034196451,0.0009045972,0.6548581274,0.9954130564,BOMBAY
805,41292,761.797,274.4736976624,191.8169650862,1.4309146093,0.7152646195,41782,229.2915333832,0.7918992003,0.9882724618,0.8941229999,0.8353861785,0.0066471398,0.001996934,0.6978700672,0.9985924746,SIRA
806,48195,835.429,319.7261984744,193.5068666621,1.6522731415,0.7960530827,49056,247.7171367881,0.7241705734,0.9824486301,0.8677462693,0.7747789764,0.0066340118,0.0014745765,0.6002824623,0.9918305897,SIRA
807,41505,735.254,255.0715218067,207.3937438403,1.2298901456,0.5821509225,41835,229.8821596041,0.7684118932,0.9921118681,0.9647959916,0.9012458858,0.0061455613,0.0025010046,0.8122441466,0.9989710717,SEKER
808,83074,1109.599,433.9891243761,246.8393387862,1.758184601,0.8224976627,84328,325.2277693238,0.8029887102,0.9851294944,0.8478965592,0.7493915194,0.005224127,0.0010163156,0.5615876494,0.9873747572,CALI
809,46383,820.606,306.5331299637,194.3638770659,1.5771095668,0.7732745417,47250,243.0157809762,0.8133943603,0.9816507937,0.8655642742,0.7927879802,0.0066087388,0.0016103734,0.6285127816,0.9912335207,SIRA
810,146015,1454.654,540.1550174512,346.0038751439,1.5611241846,0.7679047615,147529,431.175222067,0.8068999436,0.9897376109,0.8671374157,0.7982434822,0.0036993118,0.0009264932,0.6371926569,0.9947368669,BOMBAY
811,30126,645.034,230.9081534575,166.622422914,1.3858168032,0.6923142848,30524,195.8510008264,0.7256829022,0.9869610798,0.9098841958,0.8481770691,0.0076647465,0.002446942,0.7194043405,0.9969626234,DERMASON
812,38631,710.756,236.0033247796,208.6035706226,1.1313484428,0.4676740888,39019,221.7803346843,0.7865417897,0.9900561265,0.9609587493,0.9397339418,0.0061091694,0.0029388782,0.8830998815,0.9990936757,SEKER
813,68924,1031.296,366.9452634328,239.9302319758,1.5293831895,0.7566169648,69919,296.2376788684,0.7713415999,0.9857692473,0.81435482,0.8073075425,0.0053239113,0.0013949756,0.6517454682,0.996768563,BARBUNYA
814,74071,1049.938,415.0111378087,229.2944140378,1.8099487489,0.8335116828,74997,307.0995381274,0.7761164316,0.9876528394,0.8443660508,0.7399790274,0.0056028829,0.0010362605,0.547568961,0.9910717559,CALI
815,47257,831.164,318.9919570687,189.0486075694,1.687354174,0.8054646603,47715,245.2946823018,0.6856193599,0.9904013413,0.8596121852,0.7689682353,0.0067501525,0.0014558846,0.5913121469,0.9977530192,SIRA
816,36568,691.529,241.3921931502,193.1193048815,1.2499640743,0.5999693413,36883,215.7772547603,0.7896691716,0.99145948,0.960926737,0.893886633,0.0066011866,0.0025997498,0.7990333126,0.9987629349,SEKER
817,198671,1686.769,623.270381811,410.1004499948,1.5197993121,0.7530339962,201134,502.9470882629,0.7924271674,0.9877544324,0.8774717032,0.8069484817,0.0031371986,0.0008205499,0.651165852,0.989641414,BOMBAY
818,39530,742.108,278.3444836222,181.3849341753,1.5345512839,0.7585143879,39940,224.3460701759,0.7409004011,0.9897346019,0.9019915139,0.8060014959,0.0070413479,0.0018330696,0.6496384114,0.9969034583,SIRA
819,26884,604.484,230.4786448895,149.135709824,1.5454289597,0.7624309906,27139,185.0128966333,0.7827859306,0.9906039279,0.9245579357,0.8027333583,0.0085730786,0.0021958457,0.6443808446,0.9958448183,DERMASON
820,29925,647.57,237.7140308411,161.0048484947,1.4764402008,0.7357025485,30321,195.1965506258,0.7853094001,0.9869397447,0.8967483395,0.821140216,0.0079436602,0.0022277667,0.6742712543,0.9955211861,DERMASON
821,30976,647.906,233.1973820665,169.6209663401,1.3748146063,0.6862446498,31311,198.5947334088,0.7313594938,0.9893008847,0.9272806475,0.8516164789,0.0075283246,0.0024426111,0.7252506272,0.9970851555,DERMASON
822,56784,937.059,388.1926529983,187.0369178802,2.0754867937,0.8762731404,57431,268.885913183,0.807646356,0.9887343073,0.8126470695,0.6926610051,0.0068363034,0.0009706978,0.4797792679,0.9957755345,HOROZ
823,70066,1042.494,374.2831944053,239.1490371895,1.5650625184,0.7692465143,71094,298.6817737014,0.7235233375,0.9855402706,0.8101586263,0.7980101115,0.0053418662,0.0013363073,0.6368201381,0.996663329,BARBUNYA
824,33858,664.46,234.3350013541,184.1392915884,1.2725964097,0.6184869354,34142,207.6278991505,0.7812543265,0.9916817995,0.9636814093,0.8860302471,0.0069211117,0.0026311755,0.7850495987,0.9990513008,SEKER
825,41674,782.985,305.3166730009,174.248385255,1.752192266,0.8211491692,42098,230.3497010792,0.7796236016,0.9899282626,0.8542169152,0.7544615851,0.0073263107,0.0014642446,0.5692122834,0.9973693607,SIRA
826,57583,926.308,332.5452734161,220.7230731231,1.5066176305,0.7479647817,58564,270.771033725,0.7180820551,0.983249095,0.8433217896,0.8142381064,0.0057750599,0.0015658204,0.6629836939,0.998862922,BARBUNYA
827,31214,656.61,238.8516203298,167.0256838949,1.4300292911,0.7148416362,31638,199.356211715,0.8064799504,0.9865983943,0.9097965901,0.8346445858,0.007652067,0.0022906823,0.6966315846,0.996203571,DERMASON
828,67407,990.057,386.6966177582,223.5914565719,1.7294785037,0.8158887035,68200,292.9594818263,0.7430224868,0.988372434,0.8641606081,0.7575951492,0.0057367427,0.001165719,0.5739504101,0.9926348965,CALI
829,61876,954.989,376.5905517591,209.7023092415,1.7958340713,0.830616882,62369,280.6830420065,0.8013884032,0.992095432,0.8525804235,0.7453268296,0.0060862136,0.0011585478,0.5555120829,0.9976075256,CALI
830,75636,1108.609,404.0895987721,239.0063264624,1.6907067054,0.8063280008,77056,310.326837714,0.6823090038,0.9815718439,0.7733598426,0.7679654182,0.0053425564,0.0011462927,0.5897708836,0.9971295875,BARBUNYA
831,49839,878.701,363.4661926392,174.9727241454,2.0772734403,0.8765008715,50305,251.9067003278,0.6602941176,0.9907365073,0.8111420995,0.693067761,0.0072928067,0.001037952,0.4803429213,0.9978035927,HOROZ
832,44453,786.843,289.3187585147,196.4439686981,1.4727800524,0.7341493577,44977,237.9061106448,0.7297905175,0.9883496009,0.9022663662,0.822297565,0.0065084192,0.0018355715,0.6761732855,0.9958545268,SIRA
833,44220,781.713,264.4764441269,213.2033637319,1.2404890781,0.59173349,44842,237.28180012,0.7797566567,0.9861290754,0.9093559933,0.8971755534,0.0059809237,0.0023903294,0.8049239736,0.998499398,SEKER
834,76114,1048.047,407.9508412507,239.5577797513,1.7029329695,0.8094257957,76864,311.3058860799,0.7683315836,0.9902425062,0.8707889144,0.7630965661,0.0053597346,0.0011210915,0.5823163691,0.9916457437,CALI
835,27974,612.141,225.3443716455,158.3831830064,1.4227796624,0.7113385656,28213,188.7262647975,0.8094328704,0.9915287279,0.9381267014,0.8375015689,0.0080554934,0.0024446372,0.7014088779,0.9979502865,DERMASON
836,29059,622.307,225.3313696289,164.4132380718,1.37051841,0.6838198263,29372,192.3514178021,0.7994442763,0.9893435925,0.9429336982,0.8536379915,0.0077542713,0.0025398946,0.7286978206,0.9986937785,DERMASON
837,47562,802.028,290.039905382,209.4093521116,1.3850379768,0.691891111,47944,246.0849837489,0.7339814815,0.9920323711,0.9291608696,0.8484521584,0.0060981436,0.0019493366,0.7198710651,0.9970487636,SEKER
838,63883,988.366,394.5898114371,207.613959091,1.9005938385,0.8503909481,64528,285.198811071,0.7708355958,0.9900043392,0.8217875784,0.7227728715,0.0061767577,0.0010397949,0.5224006238,0.9928714067,HOROZ
839,35923,684.665,229.9818298754,199.1153586665,1.1550180328,0.5004120975,36239,213.8658087809,0.7710121909,0.9912801126,0.9629998237,0.9299248071,0.0064020775,0.0029531943,0.8647601468,0.9988135637,SEKER
840,47142,845.75,329.7456357584,186.2771803294,1.7701880347,0.8251513363,48742,244.9960379637,0.6937748344,0.9671741004,0.8281973845,0.7429849296,0.0069947316,0.0013148337,0.5520266056,0.977190892,HOROZ
841,55701,932.537,386.3861055766,183.9715804169,2.1002488792,0.8793727132,56186,266.3094363354,0.7245658537,0.9913679564,0.804897747,0.6892313996,0.0069367894,0.0009656027,0.4750399222,0.9977020642,HOROZ
842,50590,883.694,350.799465733,184.2973553461,1.9034427546,0.8508776838,51232,253.7975345983,0.7209325524,0.9874687695,0.8140868336,0.7234832415,0.0069341662,0.0011718929,0.5234280008,0.9963152357,HOROZ
843,43112,781.526,293.0259252025,188.6139531209,1.5535750158,0.765297549,43594,234.2902116022,0.7055858333,0.9889434326,0.8869950026,0.7995545494,0.006796853,0.0017134839,0.6392874775,0.993181053,SIRA
844,30113,641.52,236.1498262393,162.6632701453,1.4517710484,0.7249382629,30428,195.8087393622,0.7329082191,0.9896476929,0.9194825408,0.8291716428,0.0078421222,0.0022866049,0.6875256132,0.9981297803,DERMASON
845,52034,865.331,320.3232940888,210.4183111202,1.5223166291,0.7539833169,52543,257.394146147,0.6637751783,0.9903126963,0.8732378505,0.8035448901,0.0061560382,0.0015831485,0.6456843904,0.9829360847,SIRA
846,29270,643.229,245.731753237,152.1817732588,1.614725259,0.7851541337,29564,193.0484951363,0.7551599587,0.9900554729,0.8889991664,0.7856066324,0.0083953452,0.0019725993,0.6171777809,0.9965725521,DERMASON
847,41962,755.945,286.8703906327,186.5889366471,1.5374458732,0.7595667139,42349,231.1442791336,0.7647112423,0.9908616496,0.9227533823,0.8057446383,0.0068364327,0.0017774566,0.6492244221,0.9981474086,DERMASON
848,55877,929.728,372.65428026,192.1176402356,1.9397192252,0.8568663974,56678,266.7298371783,0.6745497127,0.9858675324,0.8123274406,0.7157568055,0.0066691891,0.0010797289,0.5123078046,0.9937332977,HOROZ
849,37885,720.469,269.5969499402,179.180258131,1.5046130235,0.7471791219,38301,219.628504872,0.7205485184,0.9891386648,0.9171630666,0.814655006,0.0071161924,0.0019334029,0.6636627788,0.9985556602,DERMASON
850,31877,673.251,250.3800063595,162.2994261482,1.5427041999,0.7614595706,32271,201.4622966401,0.7200912623,0.9877908959,0.8837578657,0.8046261344,0.0078545662,0.0020308531,0.6474232161,0.9987825146,DERMASON
851,51693,834.877,304.3503036585,216.796005248,1.4038556813,0.7018508494,52208,256.5493554582,0.7764509733,0.9901356114,0.9319585725,0.8429410202,0.0058876502,0.001833625,0.7105495635,0.9975090416,BARBUNYA
852,48165,833.024,321.2918858579,191.617918181,1.6767319513,0.8026886871,48695,247.6400263935,0.695021645,0.9891159257,0.872220723,0.7707634002,0.0066706506,0.0014522196,0.5940762191,0.996106578,SIRA
853,31746,661.676,241.9665261418,167.4615709948,1.4449077762,0.7218153456,32126,201.0479111733,0.723209404,0.9881715744,0.9111882507,0.8308914228,0.0076219532,0.0022409034,0.6903805565,0.9975362346,DERMASON
854,24796,583.933,218.4702547315,144.8632265416,1.5081139634,0.7485486594,25139,177.682997924,0.7586818835,0.9863558614,0.9138300875,0.813305217,0.0088107055,0.0023779608,0.6614653759,0.9975651698,DERMASON
855,64445,972.438,371.2981494974,222.664388566,1.6675237198,0.8002311926,65116,286.4505584921,0.7845751157,0.989695313,0.8563972206,0.7714839379,0.0057614733,0.0012589859,0.5951874664,0.9924892179,CALI
856,34955,694.579,264.6942925207,168.5005962673,1.5708804502,0.7712059852,35305,210.964661226,0.7727935975,0.99008639,0.9104914527,0.7970125053,0.0075724301,0.0018848447,0.6352289336,0.9978687132,DERMASON
857,33195,678.444,255.9467211268,165.638242628,1.5452151452,0.7623549928,33592,205.5849865323,0.7738122989,0.9881817099,0.906263575,0.8032335231,0.0077103998,0.001979812,0.6451840926,0.9969482313,DERMASON
858,56724,929.168,347.0655985047,209.203279591,1.6589873695,0.7979094396,57657,268.7438184137,0.7332376779,0.9838180967,0.8256352437,0.7743314796,0.0061184966,0.001356851,0.5995892403,0.9947109766,BARBUNYA
859,46425,801.859,298.7195888672,198.3687660742,1.5058801583,0.7476762072,46899,243.1257819819,0.7804094944,0.9898931747,0.907331023,0.8138929988,0.0064344553,0.0017416497,0.6624218135,0.9975278654,SIRA
860,27278,604.253,220.729247067,158.0200727558,1.3968430923,0.6982028065,27581,186.3636989901,0.7969964355,0.9890141764,0.9388252434,0.8443090414,0.0080918413,0.0025364884,0.7128577573,0.9957504341,DERMASON
861,58842,974.928,405.2936817632,185.7100376109,2.1824005152,0.8888434322,59591,273.7151097242,0.6219755827,0.9874309879,0.777950927,0.6753500537,0.0068878298,0.0008838487,0.456097695,0.9953878445,HOROZ
862,35539,690.791,247.0624812942,184.042212436,1.3424229041,0.6671518623,35853,212.7196751134,0.8261041376,0.991242016,0.9358833609,0.8609954615,0.0069518693,0.0023565942,0.7413131848,0.9951557984,SEKER
863,57737,942.475,382.1272226305,194.3005873827,1.9666807382,0.8610791514,58667,271.1328670493,0.7792293677,0.9841478173,0.8168163087,0.709535597,0.0066184115,0.0010347377,0.5034407634,0.9901072523,HOROZ
864,36109,690.918,236.9183865275,194.4038610002,1.2186917755,0.5715718502,36461,214.4187648524,0.7715598291,0.990345849,0.9505441883,0.9050321843,0.0065612004,0.0027153084,0.8190832546,0.9982100258,SEKER
865,66293,973.989,372.5145896995,227.79187268,1.6353287118,0.7912460887,67110,290.5286029621,0.7275910134,0.9878259574,0.8781514701,0.7799120115,0.0056192145,0.0012824422,0.6082627457,0.9947095323,CALI
866,50954,895.158,358.9366714957,184.3979666823,1.9465326975,0.8579495279,52105,254.7089471582,0.6810757345,0.9779099894,0.799077224,0.7096208534,0.0070443277,0.0011018559,0.5035617556,0.9801994226,HOROZ
867,49005,847.62,333.3544164412,188.8445144644,1.7652321932,0.8240633115,49613,249.79011968,0.7008724256,0.9877451474,0.8571323102,0.7493229649,0.0068024572,0.001322884,0.5614849057,0.9911512315,SIRA
868,36816,722.568,274.576468149,171.3276775349,1.6026392939,0.781447718,37271,216.5077067427,0.7023809524,0.9877921172,0.8861128138,0.7885151565,0.0074580744,0.0017784705,0.621756152,0.9964508404,DERMASON
869,25862,586.579,211.9100511085,155.7937005225,1.3601965317,0.6778633977,26116,181.4621754139,0.783625731,0.9902741614,0.9445369449,0.856316982,0.0081938772,0.0027177371,0.7332787736,0.9974032446,DERMASON
870,35624,726.965,266.1831624465,171.368252484,1.5532816527,0.7651952832,36219,212.9739081241,0.7290886392,0.9835721583,0.8470821729,0.8001028546,0.0074720178,0.0018888651,0.640164578,0.9943558937,DERMASON
871,52157,869.105,335.1964283785,199.4151310276,1.6808976663,0.8037847588,52763,257.6981857421,0.730551587,0.9885146788,0.8677167292,0.7687975286,0.0064266815,0.0013848874,0.59104964,0.9934939606,SIRA
872,66365,1009.445,345.0726957527,245.3735888539,1.4063155589,0.7031131726,67543,290.6863298925,0.793460067,0.9825592585,0.8184339575,0.8423915699,0.0051996187,0.0016151293,0.709623557,0.9979546492,BARBUNYA
873,55699,948.396,317.4639035493,223.7711015104,1.4186992932,0.709335508,56924,266.3046552395,0.7367592593,0.9784800787,0.7781760044,0.8388501882,0.0056996338,0.001740862,0.7036696382,0.9982956184,BARBUNYA
874,97727,1184.262,452.1707560205,277.5202323289,1.6293253729,0.7894996947,99056,352.7461991125,0.7616831899,0.9865833468,0.8756465541,0.7801172332,0.0046268765,0.0010570783,0.6085828975,0.9915795564,CALI
875,78657,1149.889,399.2833714999,251.5902538966,1.5870383106,0.7765103374,80316,316.4635885378,0.7850940232,0.9793440908,0.7475416647,0.792578933,0.0050762599,0.001235645,0.628181365,0.9969478922,BARBUNYA
876,114004,1279.356,451.3612557793,323.7479960575,1.3941746707,0.6967950943,115298,380.9913398727,0.7489866041,0.9887769085,0.8752802579,0.8440940267,0.0039591703,0.0012397875,0.7124947259,0.9933420998,BOMBAY
877,40459,726.133,250.0517073592,206.2642771747,1.2122879967,0.5652983863,40829,226.9669551729,0.7585683216,0.9909378138,0.9642566883,0.9076800857,0.0061803729,0.00258777,0.823883138,0.9987836389,SEKER
878,36792,714.062,261.8870218855,179.3977763052,1.4598119736,0.728524518,37191,216.4371255813,0.792760181,0.989271598,0.9067580433,0.8264522771,0.0071180426,0.0020483844,0.6830233663,0.9970856884,SIRA
879,26637,596.017,220.3312513885,154.0837863258,1.429944426,0.7148010353,26884,184.1610212643,0.7776091082,0.9908123791,0.9422754592,0.8358370413,0.0082716241,0.0024903306,0.6986235596,0.9989928649,DERMASON
880,32797,678.471,249.8288633127,167.7011635783,1.4897264752,0.7412181996,33234,204.3488129368,0.7095078421,0.9868508154,0.8953264306,0.8179551803,0.0076174304,0.0021033245,0.669050677,0.9967025068,DERMASON
881,69816,1028.089,367.5514924697,243.5373953905,1.5092199368,0.7489788093,70868,298.1484396324,0.7656438488,0.9851555004,0.8300483719,0.8111746129,0.0052645739,0.0014060488,0.6580042526,0.9930731366,BARBUNYA
882,61261,1006.386,423.6661675633,185.4672365102,2.2843181121,0.8990882625,62120,279.2846715271,0.6288597356,0.9861719253,0.760089569,0.6592092853,0.0069157566,0.0008055875,0.4345568818,0.9926661559,HOROZ
883,192106,1680.348,605.2438765194,407.464165842,1.4853916669,0.7394394106,194851,494.5674433087,0.8140084746,0.9859123125,0.8549728554,0.817137459,0.0031505725,0.0008664624,0.6677136268,0.9918162572,BOMBAY
884,61546,990.721,397.2342086927,199.2340219037,1.9938071063,0.8651269016,62484,279.9335653691,0.6464508539,0.984988157,0.7879650577,0.7047065918,0.0064542652,0.0009818834,0.4966113806,0.9901472997,HOROZ
885,40091,727.083,261.3132862482,195.5601160163,1.3362299613,0.6632767812,40500,225.9323938438,0.7868231507,0.9899012346,0.9529909407,0.8646035458,0.0065180037,0.0022467896,0.7475392913,0.9988843983,SEKER
886,41088,738.801,251.2635836619,208.4905009077,1.2051560266,0.5581083556,41488,228.7244333561,0.7689198293,0.9903586579,0.9459537798,0.9102967888,0.0061152547,0.0025901586,0.8286402437,0.9986407836,SEKER
887,48906,834.315,316.577524133,197.61162079,1.6020187622,0.7812546712,49515,249.537678868,0.6861111111,0.9877006968,0.8829007872,0.7882356132,0.0064731837,0.0015414233,0.621315382,0.9953588991,SIRA
888,79821,1153.44,399.72727026,254.8191036564,1.5686707336,0.7704649095,81088,318.7965710297,0.7181376518,0.984375,0.7539403936,0.7975352065,0.0050077958,0.0012497577,0.6360624056,0.9977724804,BARBUNYA
889,72477,1038.598,388.0337683625,240.6997531546,1.6121070474,0.7843597488,73544,303.7771921718,0.8081735058,0.9854916785,0.844335615,0.7828627737,0.0053538884,0.0012404854,0.6128741224,0.9880186918,CALI
890,66871,990.128,372.9684584583,229.4178898694,1.6257165414,0.7884386642,67765,291.792394685,0.8018682399,0.9868073489,0.8571661209,0.7823513975,0.005577432,0.0012889068,0.6120737091,0.9950583535,BARBUNYA
891,171566,1554.742,575.3363956493,381.6426689402,1.5075263918,0.7483196472,173000,467.380589811,0.8280372208,0.9917109827,0.8919169727,0.8123605483,0.0033534406,0.0009008774,0.6599296604,0.9948613797,BOMBAY
892,30905,665.789,250.7699104258,157.5832193846,1.5913490751,0.777892286,31344,198.3670036323,0.8072352096,0.9859941297,0.8761236036,0.7910319196,0.0081142181,0.0019597581,0.6257314979,0.9957572405,DERMASON
893,45809,807.796,303.6566544805,192.8801426699,1.5743282345,0.7723546387,46449,241.5074125255,0.7531649732,0.9862214472,0.8821801444,0.7953305451,0.0066287554,0.001636072,0.6325506759,0.9958423889,SIRA
894,22726,550.994,203.8926238184,142.3899857865,1.4319309233,0.715748915,23071,170.1047967979,0.7906620742,0.9850461618,0.940673971,0.8342861729,0.0089717779,0.0026811336,0.6960334182,0.9966717752,DERMASON
895,76433,1076.228,417.3471389809,236.4435506111,1.7651026552,0.8240347299,77887,311.9575582074,0.7505130547,0.9813319296,0.8292437299,0.7474774093,0.0054603004,0.0010514499,0.5587224774,0.9862025283,CALI
896,58274,983.251,399.9385568462,188.4421428392,2.1223413766,0.882038289,59545,272.3908244231,0.6137787936,0.9786547989,0.7574533664,0.6810816806,0.0068630703,0.000910951,0.4638722556,0.9844952816,HOROZ
897,45862,778.266,274.2327099195,213.1213698106,1.2867443099,0.6293090125,46192,241.6470815066,0.7830957056,0.9928559058,0.951495499,0.8811752674,0.0059795192,0.0022237974,0.776469852,0.9991181638,SEKER
898,76547,1053.004,394.8820656643,247.8773570282,1.5930542039,0.7784351515,77335,312.1901142427,0.7030723307,0.9898105644,0.8675170056,0.7905907647,0.0051586877,0.0012431569,0.6250337572,0.9957126544,BARBUNYA
899,41028,762.898,298.3388970553,175.4558820025,1.7003641807,0.8087814557,41415,228.557371444,0.8121783197,0.9906555596,0.8858440208,0.766099807,0.0072715925,0.0015450791,0.5869089142,0.9979588951,SIRA
900,29410,625.321,226.6327494904,165.4143252498,1.3700914304,0.6835771145,29746,193.5096251112,0.7419460632,0.9887043636,0.9451459138,0.8538466993,0.0077059758,0.0025265449,0.7290541859,0.9988708925,DERMASON
901,203296,1716.579,627.5124928415,416.8053569172,1.5055288576,0.747538554,205470,508.7676350619,0.7650184391,0.98941938,0.8669840489,0.8107689343,0.0030866938,0.0008227383,0.6573462648,0.9896537711,BOMBAY
902,45833,794.578,295.2004371783,198.0673817577,1.4904040966,0.7414944763,46244,241.5706688608,0.70823933,0.9911123605,0.9122525297,0.8183276121,0.0064407837,0.0017816701,0.6696600808,0.9980641278,SIRA
903,29505,629.931,230.3714326306,163.4234886511,1.4096592511,0.7048148638,29804,193.8219099261,0.8159568584,0.9899677896,0.934371365,0.8413452472,0.0078078777,0.0024132913,0.7078618249,0.99784397,DERMASON
904,43197,772.169,283.2982591307,194.6266275279,1.4555986646,0.7266550013,43722,234.5210621968,0.7696433026,0.9879923151,0.9104135778,0.8278238734,0.0065582855,0.0018998612,0.6852923653,0.9975106519,SIRA
905,32799,653.729,219.9055494139,190.1123396021,1.1567137087,0.5026015934,33087,204.3550435584,0.7461779962,0.991295675,0.9644394455,0.9292855233,0.0067046419,0.0030842675,0.8635715838,0.9989050894,SEKER
906,194219,1695.206,639.8675049931,392.1446533167,1.6317129396,0.7901970186,197270,497.2799122616,0.8208124488,0.9845338876,0.8492911841,0.7771607534,0.003294567,0.000741347,0.6039788366,0.985520083,BOMBAY
907,50215,833.741,322.7242819102,198.9522402893,1.6221193661,0.7873725685,50652,252.8551437857,0.6914952216,0.9913725026,0.9077808426,0.7835020727,0.0064268502,0.0014939585,0.6138754979,0.9957793336,SIRA
908,62493,994.395,398.8778744055,201.8084816403,1.9765168994,0.8625683648,63814,282.0789940232,0.7581249773,0.9792992133,0.7941880971,0.7071813508,0.0063827609,0.0009847172,0.5001054629,0.9884668989,CALI
909,47894,858.581,346.997570447,177.5266606436,1.954622304,0.8592191035,48717,246.9423713249,0.6750387597,0.9831065131,0.816447807,0.7116544678,0.0072451157,0.0011463093,0.5064520815,0.9899225345,HOROZ
910,30322,645.639,241.3049711193,160.5152332101,1.5033150829,0.7466683037,30671,196.4870720314,0.7255802824,0.9886211731,0.9140883945,0.8142686457,0.0079580823,0.0021580377,0.6630334274,0.9967481518,DERMASON
911,29085,629.561,231.2591973858,160.4912969055,1.4409454085,0.7199857786,29441,192.4374499899,0.7705452233,0.9879080194,0.9221536701,0.8321288501,0.00795115,0.0023516464,0.6924384231,0.9977659665,DERMASON
912,26625,612.307,234.4139087327,145.0415272587,1.6161847794,0.7855949411,26972,184.1195342124,0.7787820288,0.9871348065,0.8924030207,0.7854462869,0.0088042783,0.0020669953,0.6169258696,0.9970662005,DERMASON
913,88387,1188.866,412.0150529595,275.5676517986,1.4951502844,0.7434162038,90121,335.4665760408,0.7831006131,0.9807592015,0.7858369465,0.814209514,0.0046614893,0.001263715,0.6629371327,0.9911906425,BARBUNYA
914,42273,747.197,263.3474916993,204.550620411,1.2874441112,0.6298303272,42638,231.9992570561,0.778150023,0.991439561,0.9514866398,0.8809624711,0.0062296854,0.0023145977,0.7760948756,0.9991787773,SIRA
915,48864,871.136,357.7541309719,174.6584549487,2.0483069719,0.872727264,49592,249.4305055801,0.6255713024,0.9853202129,0.8091461209,0.6972120906,0.0073214254,0.0010671735,0.4861046993,0.9956916446,HOROZ
916,42974,755.268,253.4677285133,216.2708892822,1.1719918911,0.5215050025,43417,233.9149336734,0.7643355151,0.9897966234,0.9467023925,0.9228588391,0.0058981647,0.0026389901,0.8516684368,0.9981485018,SEKER
917,58191,959.247,341.4378910432,217.4412004232,1.5702538911,0.7709962453,59272,272.1967713763,0.7156508264,0.9817620462,0.794702877,0.797207277,0.0058675378,0.0014619101,0.6355394425,0.9979582825,BARBUNYA
918,69386,1036.784,374.2182332975,236.568949083,1.5818569375,0.774831007,70292,297.2288664497,0.7152605971,0.9871109088,0.8111574159,0.794266126,0.0053932815,0.0013240275,0.630858679,0.9979281779,BARBUNYA
919,63608,972.463,322.7578654684,251.585802805,1.2828937956,0.6264174689,64527,284.5842950015,0.7807919868,0.9857578998,0.8452310285,0.8817269088,0.0050741709,0.0018918262,0.7774423417,0.9973759565,BARBUNYA
920,62218,969.459,346.4144781153,229.754687926,1.5077580407,0.7484099752,63385,281.4576664338,0.7944278455,0.981588704,0.8318921325,0.812488173,0.0055677534,0.0014966765,0.6601370313,0.9953269169,BARBUNYA
921,44634,774.05,266.8971937199,213.6078862984,1.2494725656,0.5995494684,45116,238.3899617008,0.7387778072,0.9893164288,0.93613319,0.8931902145,0.0059796835,0.0023476524,0.7977887592,0.9968151678,SEKER
922,53933,915.68,366.777561216,191.279221465,1.9174981914,0.8532434109,54931,262.0489045316,0.825863257,0.9818317526,0.8083082013,0.7144627487,0.0068006149,0.0010930658,0.5104570192,0.9788004111,HOROZ
923,81378,1088.355,436.6202064854,238.5261864809,1.830491708,0.8375887353,82133,321.8908008494,0.7787368421,0.9908075926,0.8633277935,0.7372329454,0.0053653347,0.0009776773,0.5435124158,0.9948949703,CALI
924,38651,728.81,266.6288674607,184.9356127385,1.4417389031,0.7203537447,39139,221.8377371945,0.747196876,0.9875316181,0.9144120759,0.8320094493,0.0068983692,0.0020391033,0.6922397238,0.9980289401,SIRA
925,33961,667.497,233.1138339716,185.7332978061,1.2550998487,0.604309903,34279,207.943473518,0.7711924064,0.9907231833,0.9578371947,0.8920254537,0.0068641628,0.0026808735,0.7957094101,0.9986947602,SEKER
926,54385,922.911,373.51429855,186.4584048713,2.003204408,0.8664866882,55031,263.1446990544,0.6666053809,0.9882611619,0.8023601526,0.7045103764,0.0068679654,0.0010436562,0.4963348704,0.9942602003,HOROZ
927,97743,1183.507,464.4234944291,269.7537726372,1.7216570871,0.8140207747,98773,352.7750739792,0.7349816147,0.989572049,0.8769076659,0.7595978201,0.0047514758,0.0009757602,0.5769888483,0.9933769399,CALI
928,40660,734.722,241.6204803902,214.8962433452,1.1243587911,0.4571379329,41027,227.5300417284,0.7847148509,0.9910546713,0.9465229527,0.9416835914,0.0059424614,0.0028824789,0.8867679863,0.9970453811,SEKER
929,29970,639.615,239.8071356141,159.430978894,1.5041439078,0.7469946894,30256,195.3432598164,0.7653217569,0.9905473295,0.9205753183,0.8145848509,0.0080015728,0.0021732037,0.6635484794,0.9980724028,DERMASON
